Date,Open,High,Low,Close,Volume
20200101 170000,1.1212,1.12121,1.12117,1.1212,0
20200101 180000,1.12143,1.1217,1.12142,1.1217,0
20200101 190000,1.12188,1.12189,1.12178,1.12182,0
20200101 200000,1.12182,1.12184,1.1218,1.12183,0
20200101 210000,1.1221,1.1221,1.12202,1.12205,0
20200101 220000,1.12224,1.12224,1.1222,1.12221,0
20200101 230000,1.12132,1.12134,1.12129,1.12131,0
20200102 000000,1.12011,1.12014,1.12009,1.12012,0
20200102 010000,1.12044,1.12048,1.12042,1.12044,0
20200102 020000,1.12078,1.12096,1.12078,1.12084,0
20200102 030000,1.12099,1.12102,1.12087,1.12097,0
20200102 040000,1.12119,1.12139,1.12114,1.12134,0
20200102 050000,1.1203,1.12035,1.1203,1.12034,0
20200102 060000,1.11984,1.11987,1.11967,1.11968,0
20200102 070000,1.11847,1.11847,1.11832,1.11841,0
20200102 080000,1.11929,1.11936,1.11909,1.11914,0
20200102 090000,1.11963,1.11965,1.11952,1.11952,0
20200102 100000,1.11739,1.11751,1.11734,1.1175,0
20200102 110000,1.12006,1.12016,1.11993,1.1201,0
20200102 120000,1.11661,1.11662,1.11649,1.11654,0
20200102 130000,1.11698,1.11706,1.1168,1.1168,0
20200102 140000,1.11702,1.11703,1.11698,1.11701,0
20200102 150000,1.11662,1.1167,1.11659,1.11665,0
20200102 160000,1.11692,1.11703,1.11691,1.11696,0
20200102 170000,1.11722,1.11722,1.11722,1.11722,0
20200102 180400,1.11726,1.11727,1.11723,1.11726,0
20200102 190400,1.11703,1.11705,1.11703,1.11704,0
20200102 200400,1.11755,1.11756,1.11752,1.11755,0
20200102 210400,1.11755,1.11762,1.11755,1.11755,0
20200102 220400,1.11722,1.11723,1.11714,1.11714,0
20200102 230400,1.11741,1.11744,1.11738,1.11741,0
20200103 000400,1.11704,1.11705,1.11699,1.11699,0
20200103 010400,1.11649,1.11657,1.11647,1.11654,0
20200103 020400,1.11684,1.11696,1.11675,1.11694,0
20200103 030400,1.11582,1.11585,1.11564,1.11565,0
20200103 040400,1.11513,1.11522,1.11507,1.11513,0
20200103 050400,1.11428,1.1143,1.11417,1.11425,0
20200103 060400,1.11336,1.11336,1.11316,1.11318,0
20200103 070400,1.11312,1.11314,1.11291,1.11292,0
20200103 080400,1.11418,1.11418,1.11406,1.11408,0
20200103 090400,1.11371,1.11387,1.11369,1.11385,0
20200103 100400,1.11576,1.11595,1.11558,1.11561,0
20200103 110400,1.11632,1.11641,1.1163,1.11637,0
20200103 120400,1.11733,1.11738,1.11724,1.11736,0
20200103 130400,1.11714,1.11715,1.11705,1.11707,0
20200103 140400,1.11671,1.11672,1.11647,1.11649,0
20200103 150400,1.11653,1.11653,1.11649,1.11652,0
20200103 160500,1.11617,1.11618,1.11615,1.11616,0
20200105 170600,1.11649,1.11649,1.11646,1.11646,0
20200105 180800,1.11633,1.11637,1.11632,1.11636,0
20200105 190800,1.11653,1.11662,1.11652,1.11661,0
20200105 200800,1.11648,1.11653,1.11647,1.11652,0
20200105 210800,1.11634,1.11638,1.11632,1.11637,0
20200105 220800,1.11674,1.11675,1.11669,1.11669,0
20200105 230800,1.11658,1.11658,1.11657,1.11658,0
20200106 000800,1.11641,1.11642,1.11638,1.11638,0
20200106 010800,1.11613,1.11614,1.11606,1.11606,0
20200106 020800,1.11623,1.11625,1.11618,1.11623,0
20200106 030800,1.1165,1.11658,1.1165,1.11655,0
20200106 040800,1.11769,1.11787,1.11768,1.11779,0
20200106 050800,1.11901,1.11906,1.11899,1.11901,0
20200106 060800,1.12027,1.1203,1.12018,1.12018,0
20200106 070800,1.11992,1.11993,1.11984,1.1199,0
20200106 080800,1.11982,1.11982,1.11971,1.11972,0
20200106 090800,1.11969,1.11971,1.11963,1.1197,0
20200106 100800,1.11877,1.1188,1.11871,1.11879,0
20200106 110800,1.11847,1.11848,1.11841,1.11841,0
20200106 120800,1.11898,1.11903,1.11897,1.11902,0
20200106 130800,1.1194,1.11941,1.11936,1.11936,0
20200106 140800,1.11921,1.11925,1.11919,1.11923,0
20200106 150800,1.1191,1.11911,1.119,1.119,0
20200106 160800,1.11931,1.11932,1.1193,1.11931,0
20200106 170800,1.1196,1.1196,1.11951,1.11951,0
20200106 180900,1.11961,1.11961,1.11961,1.11961,0
20200106 190900,1.11949,1.11952,1.11947,1.1195,0
20200106 200900,1.11917,1.11917,1.11912,1.11912,0
20200106 210900,1.11924,1.11924,1.11923,1.11923,0
20200106 220900,1.11919,1.11919,1.11918,1.11918,0
20200106 230900,1.1192,1.11921,1.1192,1.11921,0
20200107 000900,1.1192,1.1192,1.11918,1.11919,0
20200107 010900,1.11878,1.11884,1.11869,1.11873,0
20200107 020900,1.11832,1.11835,1.11828,1.11828,0
20200107 030900,1.1177,1.11771,1.11764,1.11769,0
20200107 040900,1.11845,1.11849,1.11842,1.11844,0
20200107 050900,1.11828,1.11828,1.11817,1.11822,0
20200107 060900,1.11737,1.11737,1.11727,1.11731,0
20200107 070900,1.11794,1.11805,1.11794,1.11803,0
20200107 080900,1.11736,1.11746,1.11733,1.11733,0
20200107 090900,1.11596,1.1161,1.11592,1.11592,0
20200107 100900,1.11472,1.11479,1.11464,1.11475,0
20200107 110900,1.11434,1.11436,1.11426,1.11433,0
20200107 120900,1.11403,1.1141,1.11403,1.11407,0
20200107 130900,1.11436,1.11438,1.11433,1.11438,0
20200107 140900,1.11425,1.1143,1.11425,1.11429,0
20200107 150900,1.11469,1.11471,1.11465,1.11466,0
20200107 160900,1.11443,1.11443,1.11442,1.11442,0
20200107 170900,1.11485,1.11486,1.11483,1.11484,0
20200107 180900,1.11498,1.11499,1.11496,1.11498,0
20200107 190900,1.11563,1.11564,1.11551,1.1156,0
20200107 200900,1.11614,1.11616,1.11603,1.11615,0
20200107 210900,1.1155,1.11554,1.11547,1.11552,0
20200107 220900,1.11575,1.11579,1.11574,1.11578,0
20200107 230900,1.11549,1.11552,1.11545,1.11551,0
20200108 000900,1.11488,1.11491,1.11485,1.11487,0
20200108 010900,1.11508,1.11508,1.11501,1.11502,0
20200108 020900,1.1152,1.11536,1.11515,1.11533,0
20200108 030900,1.11524,1.11529,1.11512,1.11515,0
20200108 040900,1.1134,1.11351,1.1134,1.11345,0
20200108 050900,1.11344,1.11349,1.1134,1.11346,0
20200108 060900,1.11283,1.11283,1.11278,1.11279,0
20200108 070900,1.1126,1.11265,1.11253,1.11254,0
20200108 080900,1.11179,1.11179,1.11155,1.11159,0
20200108 090900,1.11201,1.11207,1.11197,1.11207,0
20200108 100900,1.11302,1.11302,1.11287,1.11292,0
20200108 110900,1.11154,1.11154,1.11126,1.11131,0
20200108 120900,1.11204,1.11216,1.11197,1.11211,0
20200108 130900,1.11147,1.11147,1.11137,1.11139,0
20200108 140900,1.11118,1.11119,1.11111,1.11113,0
20200108 150900,1.11103,1.11106,1.11098,1.11104,0
20200108 160900,1.11101,1.11102,1.11097,1.11097,0
20200108 171000,1.11068,1.11073,1.11067,1.11069,0
20200108 181000,1.11083,1.11083,1.1108,1.11081,0
20200108 191000,1.11127,1.11128,1.11117,1.11118,0
20200108 201000,1.11149,1.11149,1.11143,1.11144,0
20200108 211000,1.11182,1.11183,1.11179,1.11181,0
20200108 221000,1.11147,1.11148,1.11146,1.11148,0
20200108 231000,1.11134,1.11135,1.11131,1.11131,0
20200109 001000,1.11152,1.11157,1.11151,1.11154,0
20200109 011000,1.11173,1.11173,1.11165,1.11166,0
20200109 021000,1.11142,1.11144,1.11134,1.11137,0
20200109 031000,1.11073,1.1108,1.11071,1.11075,0
20200109 041000,1.11178,1.11183,1.11153,1.11161,0
20200109 051000,1.10979,1.10984,1.10966,1.10984,0
20200109 061000,1.11106,1.11109,1.11103,1.11106,0
20200109 071000,1.11116,1.11126,1.11111,1.11122,0
20200109 081000,1.11088,1.11093,1.11074,1.11091,0
20200109 091000,1.11087,1.11095,1.11081,1.11095,0
20200109 101000,1.11079,1.11082,1.11064,1.11068,0
20200109 111000,1.10961,1.10966,1.10949,1.10949,0
20200109 121000,1.11045,1.11049,1.11042,1.11044,0
20200109 131000,1.11039,1.11046,1.11035,1.11039,0
20200109 141000,1.1108,1.11081,1.11077,1.11081,0
20200109 151000,1.11064,1.11066,1.11061,1.11066,0
20200109 161000,1.11061,1.11061,1.11057,1.11057,0
20200109 171100,1.11048,1.11056,1.11047,1.11047,0
20200109 181100,1.11068,1.11069,1.11068,1.11068,0
20200109 191100,1.11077,1.11078,1.11072,1.11073,0
20200109 201100,1.11066,1.11071,1.11066,1.11069,0
20200109 211100,1.11043,1.11048,1.11041,1.11045,0
20200109 221100,1.11077,1.11078,1.11076,1.11077,0
20200109 231100,1.11075,1.11075,1.11074,1.11075,0
20200110 001100,1.11079,1.11081,1.11077,1.1108,0
20200110 011100,1.11097,1.11097,1.11095,1.11096,0
20200110 021100,1.11093,1.11097,1.1109,1.11097,0
20200110 031100,1.11054,1.11055,1.11047,1.1105,0
20200110 041100,1.10967,1.1097,1.10953,1.10959,0
20200110 051100,1.10973,1.10974,1.1097,1.10972,0
20200110 061100,1.10875,1.10875,1.1087,1.10871,0
20200110 071100,1.10927,1.10941,1.10927,1.10938,0
20200110 081100,1.10937,1.10938,1.10925,1.10928,0
20200110 091100,1.10969,1.10969,1.10947,1.10947,0
20200110 101100,1.11086,1.11087,1.11072,1.11074,0
20200110 111100,1.11123,1.11124,1.11118,1.11122,0
20200110 121100,1.11235,1.11238,1.1123,1.11238,0
20200110 131100,1.11209,1.1121,1.11203,1.11203,0
20200110 141100,1.11196,1.11205,1.11195,1.11195,0
20200110 151100,1.11207,1.11213,1.11207,1.11209,0
20200110 161100,1.11215,1.11216,1.11215,1.11216,0
20200112 171100,1.112,1.112,1.11199,1.11199,0
20200112 181100,1.1117,1.11171,1.11169,1.11171,0
20200112 191100,1.11178,1.11182,1.11177,1.11181,0
20200112 201100,1.11181,1.11183,1.1118,1.11182,0
20200112 211100,1.11209,1.11212,1.11208,1.11208,0
20200112 221100,1.11283,1.11285,1.11282,1.11283,0
20200112 231100,1.11282,1.11284,1.11282,1.11284,0
20200113 001100,1.11292,1.11293,1.11292,1.11292,0
20200113 011100,1.1125,1.11258,1.1125,1.11258,0
20200113 021100,1.11292,1.11293,1.11272,1.11278,0
20200113 031100,1.1126,1.11261,1.11239,1.1124,0
