Date,Open,High,Low,Close,Volume
20180115 042000,1.22394,1.22441,1.22392,1.22432,0
20180115 052000,1.22761,1.22823,1.22758,1.22796,0
20180115 062000,1.22667,1.22677,1.22661,1.22661,0
20180115 072000,1.22607,1.22607,1.22567,1.22569,0
20180115 082000,1.22789,1.228,1.22785,1.228,0
20180115 092000,1.22836,1.22837,1.2283,1.2283,0
20180115 102000,1.2258,1.22602,1.22573,1.22601,0
20180115 112000,1.2272,1.22746,1.2272,1.22745,0
20180115 122000,1.22726,1.2273,1.22723,1.22726,0
20180115 132000,1.22691,1.22694,1.22691,1.22694,0
20180115 142000,1.22712,1.22716,1.22709,1.2271,0
20180115 152000,1.22676,1.22676,1.22675,1.22676,0
20180115 162100,1.22683,1.22686,1.22674,1.22674,0
20180115 172300,1.22643,1.22645,1.22643,1.22644,0
20180115 182400,1.22694,1.22694,1.22691,1.22692,0
20180115 192400,1.22658,1.22658,1.22654,1.22654,0
20180115 202400,1.22526,1.22527,1.22521,1.22523,0
20180115 212400,1.22686,1.22686,1.22665,1.22669,0
20180115 222400,1.22644,1.22656,1.22643,1.22656,0
20180115 232400,1.22632,1.22642,1.22632,1.22642,0
20180116 002400,1.2266,1.2266,1.2265,1.2265,0
20180116 012400,1.22654,1.22656,1.22646,1.22655,0
20180116 022400,1.22404,1.22445,1.22387,1.22397,0
20180116 032400,1.22546,1.22551,1.22541,1.22551,0
20180116 042400,1.22278,1.22286,1.22267,1.22285,0
20180116 052400,1.22286,1.22341,1.22285,1.2233,0
20180116 062400,1.22187,1.22187,1.2217,1.2217,0
20180116 072400,1.22273,1.22273,1.22256,1.22258,0
20180116 082400,1.22248,1.22264,1.22247,1.22255,0
20180116 092400,1.22049,1.2207,1.22049,1.22064,0
20180116 102400,1.22197,1.22205,1.22192,1.22194,0
20180116 112400,1.22292,1.22297,1.22285,1.22286,0
20180116 122400,1.22371,1.22392,1.22371,1.22377,0
20180116 132400,1.22434,1.22455,1.22432,1.22455,0
20180116 142400,1.22801,1.22808,1.22787,1.22806,0
20180116 152400,1.22739,1.22741,1.22729,1.22736,0
20180116 162400,1.22624,1.22624,1.22612,1.22621,0
20180116 172400,1.22617,1.2262,1.22612,1.22616,0
20180116 182400,1.22614,1.22625,1.22614,1.22622,0
20180116 192400,1.22711,1.22713,1.22687,1.22696,0
20180116 202400,1.22965,1.22965,1.2288,1.22885,0
20180116 212400,1.22767,1.22771,1.2276,1.2277,0
20180116 222400,1.22663,1.22671,1.22655,1.22671,0
20180116 232400,1.22673,1.22682,1.22669,1.22673,0
20180117 002400,1.22529,1.22537,1.22529,1.22537,0
20180117 012400,1.22486,1.22487,1.22483,1.22484,0
20180117 022400,1.22228,1.22239,1.22185,1.22185,0
20180117 032400,1.22375,1.22402,1.22375,1.22397,0
20180117 042400,1.22339,1.22344,1.22327,1.22341,0
20180117 052400,1.22375,1.22377,1.22362,1.22362,0
20180117 062400,1.22198,1.22212,1.22197,1.22211,0
20180117 072400,1.22114,1.22124,1.22114,1.22114,0
20180117 082400,1.22034,1.22034,1.22004,1.22026,0
20180117 092400,1.2223,1.22266,1.2223,1.22251,0
20180117 102400,1.22288,1.22289,1.22261,1.22274,0
20180117 112400,1.22409,1.22409,1.22396,1.22399,0
20180117 122400,1.22361,1.22387,1.22361,1.22383,0
20180117 132400,1.22634,1.22644,1.22626,1.22626,0
20180117 142400,1.22639,1.2265,1.22634,1.22647,0
20180117 152400,1.22174,1.22204,1.22174,1.22203,0
20180117 162400,1.22093,1.22103,1.22093,1.22097,0
20180117 172400,1.2188,1.21898,1.21868,1.2188,0
20180117 182400,1.21865,1.21867,1.21864,1.21865,0
20180117 192400,1.21961,1.21972,1.2196,1.21969,0
20180117 202400,1.2196,1.2196,1.21948,1.21949,0
20180117 212400,1.2195,1.2195,1.21938,1.21942,0
20180117 222400,1.21872,1.21879,1.21864,1.21875,0
20180117 232400,1.21899,1.21904,1.21892,1.21902,0
20180118 002400,1.22036,1.22036,1.2201,1.22024,0
20180118 012400,1.22038,1.22046,1.22036,1.22037,0
20180118 022400,1.21972,1.21985,1.21969,1.2197,0
20180118 032400,1.22145,1.22145,1.22117,1.22119,0
20180118 042400,1.22134,1.22141,1.22122,1.22128,0
20180118 052400,1.22205,1.22205,1.22201,1.22202,0
20180118 062400,1.22378,1.22378,1.22361,1.22372,0
20180118 072400,1.22433,1.22456,1.2243,1.2245,0
20180118 082400,1.22299,1.22307,1.22295,1.22301,0
20180118 092400,1.22438,1.22445,1.22436,1.22437,0
20180118 102400,1.22519,1.22533,1.22517,1.22532,0
20180118 112400,1.22526,1.22529,1.22468,1.22517,0
20180118 122400,1.2253,1.22541,1.22521,1.22536,0
20180118 132400,1.22266,1.22276,1.22264,1.22268,0
20180118 142400,1.22358,1.2236,1.22358,1.2236,0
20180118 152400,1.22299,1.2231,1.22275,1.22275,0
20180118 162400,1.2238,1.2238,1.22377,1.22379,0
20180118 172400,1.22389,1.22389,1.22351,1.22378,0
20180118 182400,1.22447,1.22453,1.22447,1.22449,0
20180118 192400,1.22477,1.22533,1.22477,1.22533,0
20180118 202400,1.22421,1.22421,1.22395,1.22401,0
20180118 212400,1.22524,1.22524,1.22503,1.22504,0
20180118 222400,1.22612,1.22615,1.22606,1.22611,0
20180118 232400,1.22636,1.22638,1.22632,1.22632,0
20180119 002400,1.22572,1.22582,1.22569,1.22569,0
20180119 012400,1.22605,1.22605,1.22589,1.226,0
20180119 022400,1.22562,1.22579,1.22553,1.22578,0
20180119 032400,1.22693,1.22714,1.22687,1.22709,0
20180119 042400,1.22797,1.22821,1.22792,1.22792,0
20180119 052400,1.22833,1.22833,1.22801,1.22801,0
20180119 062400,1.2268,1.22688,1.22674,1.22676,0
20180119 072400,1.2256,1.2258,1.2256,1.22579,0
20180119 082400,1.22507,1.22515,1.22504,1.22506,0
20180119 092400,1.22432,1.22443,1.22418,1.22442,0
20180119 102400,1.22427,1.22432,1.22417,1.22418,0
20180119 112400,1.22303,1.22303,1.22286,1.22293,0
20180119 122400,1.22346,1.22365,1.22346,1.22365,0
20180119 132400,1.22307,1.22307,1.22291,1.22304,0
