,Date,Time,Open,High,Low,Close
0,01/03/2010,17:00,0.35774437189675257,0.3602585152700852,0.3546629211777782,0.3569748989477304
1,01/04/2010,17:00,0.3569049174927874,0.3685244602958817,0.3555042589543925,0.36651635796958965
2,01/05/2010,17:00,0.36644704108743525,0.37039045482467353,0.3600492445776818,0.3615132205789816
3,01/06/2010,17:00,0.36158288029131513,0.3679016875531987,0.35648492588644565,0.36464311358790924
4,01/07/2010,17:00,0.3645736667320877,0.3649208527925831,0.35760451175666447,0.35858312220803396
5,01/08/2010,17:00,0.3586529863223601,0.3673477859950363,0.35508367854723943,0.3652679183567514
6,01/09/2010,17:00,0.3586529863223601,0.3673477859950363,0.35508367854723943,0.3652679183567514
7,01/10/2010,17:00,0.36658567004724696,0.37383683264998774,0.3651985148796093,0.37142561588464035
8,01/11/2010,17:00,0.371494588537011,0.3754181867558677,0.36831691247265924,0.37039045482467353
9,01/12/2010,17:00,0.37045949890934904,0.3747309487383032,0.3685244602958817,0.3708046478445396
10,01/13/2010,17:00,0.37073562758706663,0.37699704412863916,0.3690085710975492,0.37383683264998774
11,01/14/2010,17:00,0.3737680213649099,0.37534948420354086,0.36505969347312556,0.3658923329883412
12,01/15/2010,17:00,0.365822972835721,0.3677632409241528,0.3602585152700852,0.36367041845111886
13,01/16/2010,17:00,0.365822972835721,0.3677632409241528,0.3602585152700852,0.36367041845111886
14,01/17/2010,17:00,0.3613738865951976,0.3631141675676341,0.36011900634128746,0.3628359260522052
15,01/18/2010,17:00,0.3629054936893685,0.3656148635082036,0.36220959943720726,0.36422636009156684
16,01/19/2010,17:00,0.364156884286488,0.3654067108621789,0.34995239817790563,0.35150158516473495
17,01/20/2010,17:00,0.35143121961567875,0.3520643313810491,0.3412465357815133,0.343305976199778
18,01/21/2010,17:00,0.34323503157203017,0.34663470904431704,0.3386128011203239,0.34521958109288114
19,01/22/2010,17:00,0.34529038507209436,0.3493884618877592,0.34259630332917296,0.34628111475471657
20,01/23/2010,17:00,0.34529038507209436,0.3493884618877592,0.34259630332917296,0.34628111475471657
21,01/24/2010,17:00,0.34755346948917126,0.3488242073940186,0.34599814927461686,0.34833022340316827
22,01/25/2010,17:00,0.3484008074864868,0.3502342471087455,0.34273827819985936,0.3430221674849455
23,01/26/2010,17:00,0.34295120271892204,0.34436954208157794,0.33946774560101134,0.341886126465293
24,01/27/2010,17:00,0.3418150810317084,0.34266729328412415,0.3321773123383321,0.337400377194035
25,01/28/2010,17:00,0.3373290123411947,0.3401084746301575,0.3301666840579362,0.3314596947976687
26,01/29/2010,17:00,0.33153147973004216,0.33554323380312123,0.32656619050174734,0.32656619050174734
27,01/30/2010,17:00,0.33153147973004216,0.33554323380312123,0.32656619050174734,0.32656619050174734
28,01/31/2010,17:00,0.326854707526253,0.3283680577231975,0.32584453354612986,0.3279359055989265
29,02/01/2010,17:00,0.3278638620846127,0.3320338300222814,0.3273594121045428,0.3304541642956499
30,02/02/2010,17:00,0.3303823019838084,0.33475647983770973,0.32944762168424857,0.3332527739942398
31,02/03/2010,17:00,0.333324430330482,0.3382563584147144,0.326854707526253,0.32851206694003626
32,02/04/2010,17:00,0.32844006492394867,0.3290159359447581,0.31254540217647026,0.31561333738047226
33,02/05/2010,17:00,0.3156862688613783,0.3178717436148386,0.3063811498842654,0.31320360968185856
34,02/06/2010,17:00,0.3156862688613783,0.3178717436148386,0.3063811498842654,0.31320360968185856
35,02/07/2010,17:00,0.31174033754485175,0.31239907498861774,0.30902762647115894,0.31086134539918625
36,02/08/2010,17:00,0.3107880611662561,0.3157591950236713,0.30910103982508097,0.3142266276738932
37,02/09/2010,17:00,0.3142996603560509,0.3249056002497474,0.3140074976193295,0.31874459790359866
38,02/10/2010,17:00,0.318671889138525,0.3229526865337002,0.3131304969053683,0.32150362092729157
39,02/11/2010,17:00,0.3214311124981549,0.32215596031185734,0.3071169850903883,0.31254540217647026
40,02/12/2010,17:00,0.3126185577418125,0.3137883195362603,0.3023982562874614,0.3097615175946603
41,02/13/2010,17:00,0.3126185577418125,0.3137883195362603,0.3023982562874614,0.3097615175946603
42,02/14/2010,17:00,0.30932124755526214,0.3097615175946603,0.307852279241164,0.30814624558413484
43,02/15/2010,17:00,0.30821972366932904,0.3110811658800127,0.30593938872261206,0.31064147658669145
44,02/16/2010,17:00,0.31071477156235366,0.32077829994097057,0.3099815799465478,0.3205606010177203
45,02/17/2010,17:00,0.3204880241769584,0.32121355566057325,0.30431792610320657,0.3051289860555016
46,02/18/2010,17:00,0.3052026861697701,0.31144742600204284,0.29579904055372847,0.2986961937148814
47,02/19/2010,17:00,0.2987703694372015,0.3087339191483925,0.2967656911848234,0.3084401255362903
48,02/20/2010,17:00,0.2987703694372015,0.3087339191483925,0.2967656911848234,0.3084401255362903
49,02/21/2010,17:00,0.3101282612816109,0.31137418470856887,0.3075582264565707,0.3102015938816511
50,02/22/2010,17:00,0.3102749211044154,0.3104215594212704,0.3055711052875209,0.30932124755526214
51,02/23/2010,17:00,0.3092478503663415,0.31415358965757323,0.29980825224962143,0.30298931651892824
52,02/24/2010,17:00,0.3029154530923701,0.30932124755526214,0.2963940130538024,0.2979541337223852
53,02/25/2010,17:00,0.2978798974282269,0.3077052636572473,0.2968400102365465,0.30630753657494586
54,02/26/2010,17:00,0.3063811498842654,0.31349600734476063,0.3037276508702484,0.30968815271439554
55,02/27/2010,17:00,0.3063811498842654,0.31349600734476063,0.3037276508702484,0.30968815271439554
56,02/28/2010,17:00,0.3091744477898781,0.3110811658800127,0.30674913516900665,0.3077787741509034
57,03/01/2010,17:00,0.3077052636572473,0.3113009380504149,0.297062934257533,0.30254605410032287
58,03/02/2010,17:00,0.30247215792441634,0.3113009380504149,0.29535257875600057,0.3101282612816109
59,03/03/2010,17:00,0.3102015938816511,0.31736222655319146,0.30682271597916455,0.3134229159439314
60,03/04/2010,17:00,0.3133498192003588,0.3142996603560509,0.3038014543316642,0.30674913516900665
61,03/05/2010,17:00,0.3066755489443147,0.30961478245133023,0.3022504366271775,0.3089542077273207
62,03/06/2010,17:00,0.3066755489443147,0.30961478245133023,0.3022504366271775,0.3089542077273207
63,03/07/2010,17:00,0.30968815271439554,0.3140805463063118,0.3092478503663415,0.3131304969053683
64,03/08/2010,17:00,0.31320360968185856,0.3149567145866617,0.3077787741509034,0.30880735406672916
65,03/09/2010,17:00,0.3088807835927747,0.3094680257736381,0.3027677098698217,0.3074111676327763
66,03/10/2010,17:00,0.30733763011022214,0.31320360968185856,0.30328471567918863,0.3104215594212704
67,03/11/2010,17:00,0.3104948705169376,0.3144457097209958,0.3089542077273207,0.31415358965757323
68,03/12/2010,17:00,0.3142266276738932,0.3217211146752037,0.31371524949859675,0.3196893310867605
69,03/13/2010,17:00,0.3142266276738932,0.3217211146752037,0.31371524949859675,0.3196893310867605
70,03/14/2010,17:00,0.3203428546913293,0.32041544206841627,0.3166338944015487,0.3171437826013999
71,03/15/2010,17:00,0.3172166025540991,0.31918073951115183,0.3103482429506923,0.3142266276738932
72,03/16/2010,17:00,0.31415358965757323,0.32099595148171445,0.3115206619316226,0.32063317259146673
73,03/17/2010,17:00,0.3205606010177203,0.32331462508048675,0.31554040058017735,0.3160508465022242
74,03/18/2010,17:00,0.3159779416066282,0.3168524497515608,0.3063811498842654,0.30932124755526214
75,03/19/2010,17:00,0.3092478503663415,0.3093946393574308,0.3002527296256331,0.3021765186022335
76,03/20/2010,17:00,0.3092478503663415,0.3093946393574308,0.3002527296256331,0.3021765186022335
77,03/21/2010,17:00,0.3027677098698217,0.3028415842096034,0.30047489425053325,0.3010670920619033
78,03/22/2010,17:00,0.30099308651145323,0.3051289860555016,0.29728580859447573,0.3043916860147281
