,Date,Time,Open,High,Low,Close,ma,ema
49,10/03/2017,03:27,1.0612,1.06125,1.0611,1.06121,1.0623804,1.0623728000000006
50,13/03/2017,03:33,1.07059,1.07059,1.0704,1.07048,1.0625413725490196,1.062183725490196
51,14/03/2017,03:34,1.06425,1.0646,1.06425,1.0646,1.0625809615384614,1.0626888461538466
52,15/03/2017,03:37,1.0634,1.0635,1.06334,1.06343,1.0625983018867924,1.0622749056603773
53,16/03/2017,03:37,1.07319,1.0732,1.07284,1.07285,1.0627946296296296,1.0627188888888894
54,17/03/2017,03:39,1.076,1.07607,1.07583,1.07586,1.0630359999999999,1.0626721818181817
55,20/03/2017,03:43,1.07706,1.07716,1.07701,1.07705,1.063288214285714,1.0631957142857147
56,21/03/2017,03:44,1.07817,1.07838,1.07817,1.07828,1.0635529824561403,1.0631805263157894
57,22/03/2017,03:44,1.07987,1.08006,1.07987,1.08006,1.0638375862068965,1.063719310344828
58,23/03/2017,03:48,1.07938,1.07941,1.07929,1.07929,1.0641015254237287,1.0637527118644066
59,24/03/2017,03:49,1.07702,1.07713,1.07702,1.07707,1.0643186666666666,1.0642423333333335
60,27/03/2017,03:50,1.08674,1.08699,1.08672,1.0869,1.0646903278688522,1.0641913114754096
61,28/03/2017,03:54,1.08567,1.08569,1.08562,1.08564,1.0650290322580644,1.0649761290322584
62,29/03/2017,03:55,1.07884,1.07885,1.07867,1.07884,1.0652484126984125,1.0648738095238093
63,30/03/2017,03:56,1.07371,1.07384,1.07365,1.07373,1.06538265625,1.0654096875000003
64,31/03/2017,03:58,1.06897,1.06918,1.06897,1.06918,1.0654410769230769,1.065149692307692
65,03/04/2017,04:01,1.06662,1.06662,1.06655,1.06658,1.0654589393939393,1.0655239393939395
66,04/04/2017,04:05,1.06529,1.06532,1.06527,1.06527,1.0654568656716419,1.065193582089552
67,05/04/2017,04:07,1.06768,1.06771,1.0676,1.06762,1.06549,1.0655179411764708
68,06/04/2017,04:08,1.06465,1.06469,1.06461,1.06462,1.0654784057971014,1.0652665217391302
69,07/04/2017,04:10,1.06393,1.06406,1.06391,1.06406,1.0654581428571428,1.065494285714286
70,10/04/2017,04:13,1.05874,1.05874,1.0587,1.0587,1.0653635211267607,1.0652325352112675
71,11/04/2017,04:14,1.05935,1.05943,1.05933,1.05935,1.0652811111111111,1.0653066666666668
72,12/04/2017,04:17,1.06194,1.06194,1.06185,1.06191,1.0652353424657537,1.0650735616438356
73,13/04/2017,04:17,1.06491,1.06507,1.06489,1.06497,1.0652331081081083,1.0652156756756759
74,14/04/2017,04:20,1.06238,1.06238,1.06228,1.06228,1.065195066666667,1.0650734666666668
75,17/04/2017,04:32,1.06328,1.06355,1.06328,1.06333,1.065173421052632,1.0651410526315792
76,18/04/2017,04:33,1.06506,1.06513,1.06503,1.06512,1.0651728571428576,1.0650338961038963
77,19/04/2017,04:33,1.07166,1.07179,1.07165,1.07175,1.0652576923076928,1.0651407692307695
78,20/04/2017,04:36,1.07666,1.07682,1.0766,1.07673,1.0654040506329119,1.065204936708861
79,21/04/2017,04:41,1.07176,1.07196,1.07174,1.0719,1.0654860000000004,1.06543275
80,24/04/2017,04:41,1.08548,1.08584,1.08545,1.08575,1.0657372839506178,1.065371728395062
81,25/04/2017,04:42,1.08914,1.08924,1.08913,1.08917,1.066023902439025,1.065930487804878
82,26/04/2017,04:42,1.08995,1.09002,1.08976,1.08998,1.0663130120481932,1.0659468674698795
83,27/04/2017,04:42,1.09154,1.09154,1.09136,1.09138,1.0666133333333339,1.0665040476190475
84,28/04/2017,04:49,1.08941,1.08948,1.08936,1.08939,1.0668823529411768,1.0665490588235294
85,01/05/2017,04:58,1.0899,1.08991,1.08989,1.08989,1.0671501162790702,1.0670383720930232
86,02/05/2017,05:02,1.09145,1.09145,1.09124,1.09135,1.0674294252873566,1.0670860919540228
87,03/05/2017,05:09,1.09083,1.09089,1.09072,1.09082,1.0676960227272732,1.0675931818181819
88,04/05/2017,05:11,1.09177,1.09191,1.09177,1.09184,1.0679680898876407,1.0676210112359548
89,05/05/2017,05:11,1.09625,1.09631,1.09614,1.09628,1.0682830000000003,1.0681335555555556
90,08/05/2017,05:11,1.09518,1.0952,1.09506,1.09512,1.0685787912087916,1.068251538461538
91,09/05/2017,05:12,1.09075,1.09088,1.09075,1.09087,1.0688211956521743,1.0687219565217392
92,10/05/2017,05:14,1.08679,1.0869,1.08675,1.08689,1.0690155913978499,1.0687381720430105
93,11/05/2017,05:15,1.08741,1.08742,1.0873,1.0873,1.0692113829787238,1.0691087234042553
94,12/05/2017,05:20,1.08705,1.08705,1.08695,1.08703,1.0693991578947373,1.0691314736842104
95,15/05/2017,05:24,1.09479,1.09496,1.09473,1.09492,1.069665416666667,1.0694825
96,16/05/2017,05:26,1.1036,1.10364,1.10349,1.10356,1.0700156701030932,1.0696640206185566
97,17/05/2017,05:26,1.10911,1.10917,1.10911,1.10915,1.070415204081633,1.0701795918367345
98,18/05/2017,05:26,1.11227,1.11232,1.11213,1.1122,1.0708384848484853,1.070462121212121
99,19/05/2017,05:28,1.11585,1.11601,1.11578,1.11601,1.0712902000000004,1.0710223999999997
100,22/05/2017,05:29,1.11736,1.11745,1.11728,1.11743,1.0717472277227726,1.0713640594059404
101,23/05/2017,05:30,1.1254,1.12552,1.12537,1.1255,1.0722744117647063,1.0719327450980387
102,24/05/2017,05:34,1.11782,1.11782,1.11771,1.11776,1.072716601941748,1.0724156310679611
103,25/05/2017,05:34,1.12255,1.12255,1.12211,1.12216,1.0731957692307696,1.0728151923076916
104,26/05/2017,05:37,1.12148,1.12153,1.12135,1.12153,1.0736560952380956,1.0733705714285715
105,29/05/2017,05:54,1.11823,1.11836,1.11821,1.11832,1.0740778301886795,1.0737343396226406
106,30/05/2017,05:59,1.11626,1.11647,1.1162,1.11647,1.074474018691589,1.074211495327103
107,31/05/2017,06:01,1.11904,1.11925,1.11903,1.11915,1.0748886111111113,1.07452574074074
108,01/06/2017,06:01,1.12345,1.12345,1.12318,1.12331,1.0753341284403672,1.0750378899082569
109,02/06/2017,06:08,1.12219,1.12239,1.12219,1.12233,1.0757619090909094,1.075415272727272
110,05/06/2017,06:12,1.12635,1.12645,1.1263,1.1263,1.0762185585585589,1.0758910810810811
111,06/06/2017,06:15,1.12491,1.12491,1.12479,1.12483,1.076653303571429,1.0763266071428566
112,07/06/2017,06:19,1.12206,1.12257,1.12175,1.12257,1.0770596460176993,1.0767586725663716
113,08/06/2017,06:19,1.12342,1.1236,1.12341,1.12354,1.0774678947368423,1.0771378947368415
114,09/06/2017,06:21,1.11792,1.11794,1.11773,1.11785,1.0778198260869567,1.0775733043478262
115,12/06/2017,06:27,1.12156,1.12167,1.1215,1.12166,1.0781978448275864,1.0778413793103443
116,13/06/2017,06:29,1.12067,1.12068,1.12057,1.12068,1.0785609401709404,1.0783270940170941
117,14/06/2017,06:31,1.12057,1.12059,1.12054,1.12057,1.078917118644068,1.0785674576271183
118,15/06/2017,06:32,1.11641,1.11654,1.11631,1.11651,1.0792332773109246,1.0790373949579835
119,16/06/2017,06:32,1.11759,1.11773,1.11759,1.1177,1.0795540833333335,1.079200333333333
120,19/06/2017,06:41,1.12041,1.12058,1.12035,1.1204,1.0798931404958678,1.0796769421487606
121,20/06/2017,06:41,1.11535,1.1155,1.11535,1.11549,1.080185,1.07987868852459
122,21/06/2017,06:42,1.11457,1.11457,1.11421,1.1144,1.0804645528455283,1.0802594308943092
123,22/06/2017,06:47,1.11621,1.11621,1.11614,1.11618,1.0807528225806449,1.0804382258064513
124,23/06/2017,06:57,1.11656,1.11669,1.11652,1.11667,1.0810403199999998,1.0808346400000004
125,26/06/2017,07:01,1.11781,1.11809,1.11777,1.11781,1.081334365079365,1.0810136507936507
126,27/06/2017,07:05,1.12631,1.12634,1.12618,1.12629,1.0816887401574802,1.0814213385826776
127,28/06/2017,07:05,1.13629,1.13629,1.13618,1.13628,1.0821153124999998,1.081721875
128,29/06/2017,07:05,1.1405,1.14059,1.1405,1.14057,1.0825686046511627,1.0822720155038765
129,30/06/2017,07:06,1.14057,1.14065,1.14046,1.14054,1.0830153846153845,1.0826275384615385
130,03/07/2017,07:08,1.13743,1.13748,1.13734,1.13745,1.0834311450381677,1.0831632824427486
131,04/07/2017,07:10,1.13435,1.13436,1.13429,1.13431,1.0838169696969695,1.0834586363636365
132,05/07/2017,07:16,1.13256,1.13264,1.13253,1.1326,1.0841840601503758,1.0839331578947373
133,06/07/2017,07:18,1.13676,1.13691,1.13674,1.13686,1.0845775373134328,1.0841926865671643
134,07/07/2017,07:18,1.14111,1.14123,1.14109,1.14122,1.0849971851851852,1.0847180000000005
135,10/07/2017,07:21,1.13894,1.13897,1.1389,1.13892,1.085394044117647,1.0850314705882353
136,11/07/2017,07:23,1.13965,1.13972,1.1396,1.13964,1.0857905839416058,1.0855100000000004
137,12/07/2017,07:24,1.1456,1.14566,1.14551,1.14551,1.086224420289855,1.0858240579710146
138,13/07/2017,07:26,1.1399,1.13997,1.13968,1.13995,1.0866110791366905,1.0863754676258996
139,14/07/2017,07:30,1.14166,1.14189,1.14163,1.14189,1.0870059285714284,1.0865975714285716
140,17/07/2017,07:33,1.1463,1.1463,1.14622,1.14625,1.087426453900709,1.0871629078014189
141,18/07/2017,07:34,1.155,1.15513,1.15496,1.15513,1.0879032394366197,1.0874384507042256
142,19/07/2017,07:36,1.15227,1.15233,1.15224,1.15227,1.0883537762237763,1.088113496503497
143,20/07/2017,07:38,1.14936,1.14946,1.14934,1.14936,1.0887781250000002,1.0883397222222226
144,21/07/2017,07:40,1.16423,1.16423,1.1641,1.16421,1.0892984827586207,1.0889596551724143
145,24/07/2017,07:45,1.16443,1.16446,1.16443,1.16445,1.089813287671233,1.0893793150684936
146,25/07/2017,07:47,1.16589,1.16598,1.16587,1.16595,1.0903314285714285,1.0899868707483
147,26/07/2017,07:50,1.16481,1.16484,1.16474,1.16478,1.0908348648648647,1.09041445945946
148,27/07/2017,07:50,1.1695,1.16977,1.16939,1.16977,1.0913646308724831,1.0909916107382558
149,28/07/2017,07:52,1.17148,1.17175,1.17147,1.17169,1.0919005333333334,1.0914725333333337
150,31/07/2017,07:53,1.17309,1.17314,1.17306,1.17309,1.0924385430463575,1.0920612582781464
151,01/08/2017,07:53,1.18142,1.18144,1.18122,1.18122,1.0930240789473684,1.0925471052631581
152,02/08/2017,07:53,1.18244,1.18245,1.18242,1.18244,1.093608562091503,1.0932296078431378
153,03/08/2017,07:56,1.18563,1.18576,1.18529,1.18538,1.0942069480519478,1.0937146753246756
154,04/08/2017,07:57,1.18734,1.18747,1.18727,1.18746,1.09480864516129,1.0944235483870972
155,07/08/2017,08:01,1.18038,1.18045,1.18028,1.18044,1.095357628205128,1.094916666666667
156,08/08/2017,08:02,1.18099,1.1811,1.18098,1.181,1.0959037579617832,1.0955194267515929
157,09/08/2017,08:02,1.17385,1.17392,1.1738,1.17383,1.0963975316455694,1.0960075949367092
158,10/08/2017,08:03,1.17271,1.17271,1.17256,1.1726,1.0968774842767293,1.0965055974842772
159,11/08/2017,08:06,1.1758,1.17583,1.1754,1.17546,1.0973709374999996,1.0969663750000005
160,14/08/2017,08:08,1.17972,1.17975,1.17955,1.17957,1.097882608695652,1.0974909937888204
161,15/08/2017,08:12,1.17418,1.17429,1.17405,1.17427,1.098354259259259,1.0979883950617289
162,16/08/2017,08:14,1.17128,1.17128,1.17093,1.17096,1.0988016564417176,1.098433312883436
163,17/08/2017,08:15,1.16961,1.16986,1.16943,1.16958,1.09923493902439,1.0988821951219516
164,18/08/2017,08:15,1.17401,1.17418,1.17388,1.17388,1.0996891515151515,1.0992990909090914
165,21/08/2017,08:24,1.17656,1.17656,1.17637,1.17647,1.1001522289156624,1.0997893975903617
166,22/08/2017,08:26,1.17646,1.17646,1.17629,1.1763,1.1006091616766465,1.1002243712574855
167,23/08/2017,08:28,1.17996,1.18012,1.17995,1.18001,1.10108244047619,1.100702142857143
168,24/08/2017,08:29,1.18052,1.18052,1.18012,1.18022,1.1015524852071004,1.1011698816568052
169,25/08/2017,08:31,1.18042,1.18083,1.18041,1.18082,1.1020188235294115,1.1016411764705887
170,28/08/2017,08:34,1.19255,1.19262,1.19246,1.19256,1.10254865497076,1.1021015789473687
171,29/08/2017,08:35,1.20451,1.20469,1.20442,1.20444,1.1031424999999997,1.1026990697674421
172,30/08/2017,08:35,1.1905,1.19102,1.1905,1.19068,1.1036504624277454,1.1032875722543356
173,31/08/2017,08:35,1.18408,1.18416,1.18387,1.18391,1.1041131609195398,1.1037142528735637
174,01/09/2017,08:39,1.19589,1.19647,1.19553,1.19626,1.104640914285714,1.104211828571429
175,04/09/2017,08:45,1.1894,1.18948,1.18891,1.18945,1.1051229545454542,1.104768295454546
176,05/09/2017,09:07,1.18922,1.18937,1.18922,1.18929,1.105598926553672,1.1051753107344637
177,06/09/2017,09:09,1.19287,1.19287,1.19271,1.19271,1.1060892134831457,1.1057188764044947
178,07/09/2017,09:11,1.20294,1.20302,1.20153,1.20216,1.106630726256983,1.106155139664805
179,08/09/2017,09:12,1.20456,1.20485,1.20448,1.20483,1.1071763888888886,1.1068000000000005
180,11/09/2017,09:16,1.19757,1.19757,1.19736,1.1974,1.107675801104972,1.1072456906077355
181,12/09/2017,09:23,1.19396,1.19417,1.19396,1.19399,1.1081510439560438,1.107797472527473
182,13/09/2017,09:27,1.19535,1.19547,1.19527,1.19528,1.1086281967213114,1.10819568306011
183,14/09/2017,09:29,1.18743,1.18755,1.18722,1.18747,1.1090571195652172,1.1087504347826092
184,15/09/2017,09:29,1.19784,1.19791,1.19774,1.19774,1.1095374054054052,1.1090535675675683
185,18/09/2017,09:41,1.19492,1.19501,1.19467,1.19475,1.1099969354838708,1.1097091397849466
186,19/09/2017,09:44,1.19867,1.19867,1.19862,1.19864,1.1104711229946522,1.1099728877005355
187,20/09/2017,09:47,1.20005,1.20014,1.19986,1.1999,1.1109480851063829,1.110655531914894
188,21/09/2017,09:47,1.19286,1.19287,1.19269,1.19279,1.1113815343915343,1.1109270370370377
189,22/09/2017,09:54,1.19659,1.19667,1.19631,1.19656,1.1118304210526315,1.1115209473684213
190,25/09/2017,09:56,1.18822,1.18832,1.18819,1.18832,1.1122308900523559,1.1118248691099484
191,26/09/2017,09:56,1.17919,1.17931,1.17919,1.17926,1.1125802604166666,1.1123209375000003
192,27/09/2017,09:58,1.17249,1.17255,1.17227,1.17242,1.1128909844559585,1.1125241968911925
193,28/09/2017,10:00,1.17952,1.17957,1.17913,1.17921,1.1132346907216495,1.1129418556701034
194,29/09/2017,10:03,1.18033,1.18071,1.18033,1.18065,1.1135807179487178,1.113211846153847
195,02/10/2017,10:08,1.17387,1.17424,1.17376,1.17419,1.1138902040816325,1.113633367346939
196,03/10/2017,10:10,1.177,1.17714,1.17683,1.17694,1.114211269035533,1.1138314213197977
197,04/10/2017,10:13,1.17539,1.17549,1.17532,1.17532,1.1145207575757574,1.1142748484848488
198,05/10/2017,10:15,1.17308,1.17308,1.1728,1.17293,1.1148150251256281,1.114451105527639
199,06/10/2017,10:17,1.16973,1.16976,1.16942,1.16944,1.1150897499999999,1.1148629000000003
200,09/10/2017,10:31,1.17284,1.1729,1.1728,1.1729,1.1153773631840795,1.1150014427860704
201,10/10/2017,10:40,1.18064,1.18064,1.18042,1.18047,1.1157004455445545,1.1154375247524755
202,11/10/2017,10:41,1.18458,1.1847,1.1845,1.18468,1.1160403448275862,1.1156481280788184
203,12/10/2017,10:43,1.18426,1.18439,1.18425,1.18429,1.1163753921568627,1.1161165686274512
204,13/10/2017,10:44,1.18496,1.18507,1.18488,1.18498,1.116710487804878,1.1163187804878054
205,16/10/2017,10:49,1.17987,1.17992,1.17984,1.17991,1.1170173300970874,1.116786019417476
206,17/10/2017,10:53,1.1749,1.17496,1.17482,1.17483,1.1172972463768116,1.1169332850241551
207,18/10/2017,11:01,1.17747,1.17767,1.17747,1.17766,1.1175875,1.117345384615385
208,19/10/2017,11:03,1.1851,1.18515,1.18496,1.185,1.1179107655502392,1.117514497607656
209,20/10/2017,11:04,1.17886,1.17888,1.17864,1.17868,1.1182010952380952,1.1179911428571432
210,23/10/2017,11:14,1.17475,1.1748,1.17466,1.1747,1.118469336492891,1.1180961611374414
211,24/10/2017,11:19,1.17604,1.17616,1.17601,1.17616,1.118741462264151,1.1185270754716985
212,25/10/2017,11:29,1.18098,1.18114,1.18094,1.18098,1.1190344131455399,1.118641361502348
213,26/10/2017,11:37,1.16993,1.17031,1.16993,1.17022,1.1192740186915888,1.1191122429906546
214,27/10/2017,11:39,1.15816,1.15819,1.15795,1.15801,1.119455023255814,1.1191220000000008
215,30/10/2017,11:52,1.16281,1.16336,1.16281,1.16329,1.119658287037037,1.1194740740740743
216,31/10/2017,11:55,1.1651,1.1655,1.16489,1.16533,1.119869539170507,1.1195297235023052
217,01/11/2017,11:57,1.16199,1.16202,1.1615,1.1615,1.120062889908257,1.1198963302752296
218,02/11/2017,11:58,1.16745,1.16761,1.16725,1.16735,1.1202800000000002,1.1199177625570786
219,03/11/2017,12:04,1.16164,1.16164,1.16134,1.16139,1.1204680000000002,1.1203300909090912
220,06/11/2017,12:05,1.16057,1.16057,1.16011,1.16021,1.1206494570135748,1.1202953393665167
221,07/11/2017,12:11,1.15864,1.1588,1.15856,1.1588,1.1208213063063066,1.1206926126126129
222,08/11/2017,12:15,1.15913,1.15917,1.15899,1.15899,1.1209932735426011,1.1206406726457407
223,09/11/2017,12:17,1.16449,1.16461,1.16448,1.16451,1.1211879910714289,1.121036160714286
224,10/11/2017,12:20,1.1657,1.16578,1.16566,1.16575,1.121386177777778,1.121031511111112
225,13/11/2017,12:34,1.16609,1.16619,1.16609,1.16615,1.1215844247787614,1.1214321238938056
226,14/11/2017,12:43,1.17735,1.1774,1.17723,1.17729,1.1218303083700443,1.121429383259913
227,15/11/2017,12:43,1.17942,1.17946,1.17941,1.17942,1.122083070175439,1.121923070175439
228,16/11/2017,12:45,1.17767,1.17775,1.17766,1.17772,1.1223261572052405,1.1219362008733633
229,17/11/2017,12:50,1.17965,1.17978,1.17962,1.17978,1.1225759565217395,1.1224085217391309
230,20/11/2017,12:54,1.17477,1.17481,1.17471,1.17477,1.1228020779220782,1.1224370129870138
231,21/11/2017,13:03,1.17446,1.17451,1.17429,1.1743,1.123024956896552,1.1228602586206902
232,22/11/2017,13:09,1.17962,1.17968,1.1796,1.17968,1.1232681115879832,1.1228839914163098
233,23/11/2017,13:13,1.18504,1.18506,1.18504,1.18506,1.1235321794871798,1.123345897435898
234,24/11/2017,13:21,1.19265,1.19266,1.19265,1.19266,1.1238263404255322,1.123413148936171
235,27/11/2017,13:27,1.19054,1.19055,1.19037,1.1904,1.1241090677966104,1.1239333050847464
236,28/11/2017,13:31,1.18622,1.18634,1.18594,1.18626,1.1243716455696204,1.123979704641351
237,29/11/2017,13:32,1.18569,1.18586,1.18569,1.18582,1.12463,1.1244577310924377
238,30/11/2017,13:33,1.19125,1.19144,1.19106,1.19121,1.1249095397489541,1.124497531380754
239,01/12/2017,13:35,1.18913,1.18914,1.1886,1.18879,1.1251771666666668,1.1250159166666676
240,04/12/2017,13:38,1.185,1.185,1.1849,1.18491,1.1254253941908714,1.1250339834024903
241,05/12/2017,13:38,1.18035,1.18035,1.1803,1.18031,1.125652355371901,1.1255116528925628
242,06/12/2017,13:39,1.17919,1.17939,1.17919,1.17938,1.125873497942387,1.1254892592592598
243,07/12/2017,13:40,1.17963,1.17971,1.17948,1.17968,1.1260941393442623,1.1259532786885253
244,08/12/2017,13:41,1.17623,1.17632,1.17623,1.17632,1.1262991428571427,1.125931877551021
245,11/12/2017,13:42,1.17908,1.17918,1.17903,1.17907,1.1265141056910568,1.1263627642276428
246,12/12/2017,13:43,1.1732,1.17323,1.173,1.173,1.1267032388663967,1.1263630364372477
247,13/12/2017,13:52,1.17755,1.17769,1.17752,1.17752,1.1269088306451611,1.1267407258064521
248,14/12/2017,13:55,1.17983,1.17998,1.17981,1.17987,1.1271219678714857,1.1267753012048198
249,15/12/2017,13:57,1.17563,1.17563,1.1755,1.1755,1.1273159999999998,1.1271666400000004
250,18/12/2017,14:01,1.17926,1.1795,1.17926,1.17949,1.12752390438247,1.1271645816733074
251,19/12/2017,14:04,1.18449,1.18451,1.18445,1.18451,1.1277500396825395,1.1275819841269847
252,20/12/2017,14:13,1.18793,1.18793,1.18771,1.1878,1.1279879051383397,1.1276179051383404
253,21/12/2017,14:16,1.18647,1.18654,1.18646,1.18651,1.1282184251968501,1.1280571653543314
254,22/12/2017,14:18,1.18521,1.18522,1.18494,1.18494,1.1284419607843135,1.1280800392156867
255,26/12/2017,14:45,1.18628,1.1863,1.18628,1.18629,1.1286679687499999,1.1285037500000006
256,27/12/2017,14:51,1.18968,1.18977,1.1896,1.18971,1.128905719844358,1.1285331128404672
257,28/12/2017,14:53,1.19509,1.19509,1.19503,1.19505,1.1291622480620154,1.1289786821705432
258,29/12/2017,15:02,1.20082,1.20089,1.20079,1.20083,1.129439189189189,1.129047065637066
259,01/01/2018,17:00,1.20037,1.201,1.20037,1.201,1.1297144230769232,1.1295318461538468
260,02/01/2018,17:03,1.20582,1.20582,1.2055,1.20555,1.1300060153256706,1.1295984291187742
261,03/01/2018,17:04,1.20144,1.20144,1.20141,1.20141,1.1302786641221374,1.1301141984732832
262,04/01/2018,17:04,1.20679,1.20679,1.20677,1.20679,1.1305695817490495,1.1301447528517112
263,07/01/2018,17:09,1.20318,1.20344,1.20317,1.20344,1.1308456060606062,1.1306950757575767
264,08/01/2018,17:14,1.19672,1.19672,1.19661,1.19661,1.1310941886792454,1.130697924528302
265,09/01/2018,17:16,1.19353,1.19358,1.19353,1.19353,1.131329097744361,1.1311915037593994
266,10/01/2018,17:19,1.19506,1.19507,1.19506,1.19507,1.131567827715356,1.1311689513108614
267,11/01/2018,17:20,1.2032,1.2032,1.20318,1.2032,1.1318351119402985,1.1316682089552248
268,14/01/2018,17:20,1.22011,1.22011,1.22006,1.22008,1.1321632713754646,1.1317044981412638
269,15/01/2018,17:23,1.22643,1.22645,1.22643,1.22644,1.1325124814814815,1.1323233333333342
270,16/01/2018,17:24,1.22617,1.2262,1.22612,1.22616,1.1328581918819187,1.132403726937269
271,17/01/2018,17:24,1.2188,1.21898,1.21868,1.2188,1.1331748161764705,1.1330136029411775
272,18/01/2018,17:24,1.22389,1.22389,1.22351,1.22378,1.133507106227106,1.133037985347985
273,21/01/2018,17:24,1.22603,1.22605,1.22598,1.22598,1.1338448540145984,1.1336769343065702
274,22/01/2018,17:25,1.22626,1.22626,1.22618,1.22624,1.134180909090909,1.133714436363636
275,23/01/2018,17:27,1.22969,1.22976,1.22968,1.22976,1.1345272101449275,1.1343478260869573
276,24/01/2018,17:27,1.24086,1.2409,1.24084,1.24085,1.1349112274368232,1.134407906137184
277,25/01/2018,17:28,1.23854,1.23856,1.23847,1.23847,1.1352840647482014,1.1351143884892094
